season,player_name,Tm,Age,Int,PD,Sk,QBHits,pos,school,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle
2019,Nick Kwiatkoski,CHI,26,1,4,3,3,ILB,West Virginia,74,243,4.73,19,32,120,7.16,4.22
2020,Nick Kwiatkoski,LV,27,1,4,1,2,ILB,West Virginia,74,243,4.73,19,32,120,7.16,4.22
2021,Nick Kwiatkoski,LV,28,0,0,0,0,ILB,West Virginia,74,243,4.73,19,32,120,7.16,4.22
2022,Nick Kwiatkoski,ATL,29,0,0,0,0,ILB,West Virginia,74,243,4.73,19,32,120,7.16,4.22
2016,Albert McClellan,BAL,30,0,0,1,2,ILB,Marshall,73,247,4.75,26,36.5,119,7.24,4.21
2018,Albert McClellan,NYJ,32,0,0,0,0,ILB,Marshall,73,247,4.75,26,36.5,119,7.24,4.21
2019,Albert McClellan,NYJ,33,0,0,0,0,ILB,Marshall,73,247,4.75,26,36.5,119,7.24,4.21
2016,Rontez Miles,NYJ,28,0,0,0,2,S,California (PA),72,203,4.62,20,36.5,123,6.97,4.27
2017,Rontez Miles,NYJ,29,0,0,0,1,S,California (PA),72,203,4.62,20,36.5,123,6.97,4.27
2018,Rontez Miles,NYJ,30,0,0,0,0,S,California (PA),72,203,4.62,20,36.5,123,6.97,4.27
2019,Rontez Miles,NYJ,31,0,0,0,0,S,California (PA),72,203,4.62,20,36.5,123,6.97,4.27
2016,David Parry,IND,24,0,0,3,8,DT,Stanford,73,308,5.38,34,29,103,7,4
2017,David Parry,NO,25,0,0,0,0,DT,Stanford,73,308,5.38,34,29,103,7,4
2018,David Parry,MIN,26,0,0,1,1,DT,Stanford,73,308,5.38,34,29,103,7,4
2016,Bradley Roby,DEN,24,2,8,1,0,CB,Ohio State,71,194,4.39,17,38.5,124,7,4.04
2017,Bradley Roby,DEN,25,1,17,1,1,CB,Ohio State,71,194,4.39,17,38.5,124,7,4.04
2018,Bradley Roby,DEN,26,1,12,0,0,CB,Ohio State,71,194,4.39,17,38.5,124,7,4.04
2019,Bradley Roby,HOU,27,2,8,1,1,CB,Ohio State,71,194,4.39,17,38.5,124,7,4.04
2020,Bradley Roby,HOU,28,1,7,0,0,CB,Ohio State,71,194,4.39,17,38.5,124,7,4.04
2021,Bradley Roby,NO,29,1,5,1,3,CB,Ohio State,71,194,4.39,17,38.5,124,7,4.04
2022,Bradley Roby,NO,30,0,5,0,0,CB,Ohio State,71,194,4.39,17,38.5,124,7,4.04
2016,Brandon Williams,BAL,27,0,1,1,2,CB,Texas A&M,71,197,4.37,18,30.5,118,6.85,4.19
2016,Brandon Williams,BAL,27,0,1,1,2,DT,Missouri Southern,73,335,5.37,38,29.5,102,8.09,4.91
2016,Brandon Williams,BAL,27,0,1,1,2,DE,Texas Tech,74,261,4.78,20,33,112,7.23,4.49
2016,Brandon Williams,ARI,24,0,3,0,0,CB,Texas A&M,71,197,4.37,18,30.5,118,6.85,4.19
2016,Brandon Williams,ARI,24,0,3,0,0,DT,Missouri Southern,73,335,5.37,38,29.5,102,8.09,4.91
2016,Brandon Williams,ARI,24,0,3,0,0,DE,Texas Tech,74,261,4.78,20,33,112,7.23,4.49
2017,Brandon Williams,BAL,28,0,2,0,2,CB,Texas A&M,71,197,4.37,18,30.5,118,6.85,4.19
2017,Brandon Williams,BAL,28,0,2,0,2,DT,Missouri Southern,73,335,5.37,38,29.5,102,8.09,4.91
2017,Brandon Williams,BAL,28,0,2,0,2,DE,Texas Tech,74,261,4.78,20,33,112,7.23,4.49
2017,Brandon Williams,ARI,25,0,0,0,0,CB,Texas A&M,71,197,4.37,18,30.5,118,6.85,4.19
2017,Brandon Williams,ARI,25,0,0,0,0,DT,Missouri Southern,73,335,5.37,38,29.5,102,8.09,4.91
2017,Brandon Williams,ARI,25,0,0,0,0,DE,Texas Tech,74,261,4.78,20,33,112,7.23,4.49
2018,Brandon Williams,BAL,29,0,1,1,1,CB,Texas A&M,71,197,4.37,18,30.5,118,6.85,4.19
2018,Brandon Williams,BAL,29,0,1,1,1,DT,Missouri Southern,73,335,5.37,38,29.5,102,8.09,4.91
2018,Brandon Williams,BAL,29,0,1,1,1,DE,Texas Tech,74,261,4.78,20,33,112,7.23,4.49
2018,Brandon Williams,ARI,26,0,2,0,0,CB,Texas A&M,71,197,4.37,18,30.5,118,6.85,4.19
2018,Brandon Williams,ARI,26,0,2,0,0,DT,Missouri Southern,73,335,5.37,38,29.5,102,8.09,4.91
2018,Brandon Williams,ARI,26,0,2,0,0,DE,Texas Tech,74,261,4.78,20,33,112,7.23,4.49
2019,Brandon Williams,BAL,30,0,0,1,5,CB,Texas A&M,71,197,4.37,18,30.5,118,6.85,4.19
2019,Brandon Williams,BAL,30,0,0,1,5,DT,Missouri Southern,73,335,5.37,38,29.5,102,8.09,4.91
2019,Brandon Williams,BAL,30,0,0,1,5,DE,Texas Tech,74,261,4.78,20,33,112,7.23,4.49
2020,Brandon Williams,BAL,31,0,2,0,1,CB,Texas A&M,71,197,4.37,18,30.5,118,6.85,4.19
2020,Brandon Williams,BAL,31,0,2,0,1,DT,Missouri Southern,73,335,5.37,38,29.5,102,8.09,4.91
2020,Brandon Williams,BAL,31,0,2,0,1,DE,Texas Tech,74,261,4.78,20,33,112,7.23,4.49
2020,Brandon Williams,NYG,28,0,0,0,0,CB,Texas A&M,71,197,4.37,18,30.5,118,6.85,4.19
2020,Brandon Williams,NYG,28,0,0,0,0,DT,Missouri Southern,73,335,5.37,38,29.5,102,8.09,4.91
2020,Brandon Williams,NYG,28,0,0,0,0,DE,Texas Tech,74,261,4.78,20,33,112,7.23,4.49
2021,Brandon Williams,BAL,32,0,3,0,1,CB,Texas A&M,71,197,4.37,18,30.5,118,6.85,4.19
2021,Brandon Williams,BAL,32,0,3,0,1,DT,Missouri Southern,73,335,5.37,38,29.5,102,8.09,4.91
2021,Brandon Williams,BAL,32,0,3,0,1,DE,Texas Tech,74,261,4.78,20,33,112,7.23,4.49
2022,Brandon Williams,KC,33,0,0,0.5,2,CB,Texas A&M,71,197,4.37,18,30.5,118,6.85,4.19
2022,Brandon Williams,KC,33,0,0,0.5,2,DT,Missouri Southern,73,335,5.37,38,29.5,102,8.09,4.91
2022,Brandon Williams,KC,33,0,0,0.5,2,DE,Texas Tech,74,261,4.78,20,33,112,7.23,4.49
2016,Tyrann Mathieu,ARI,24,1,4,1,1,CB,LSU,69,186,4.5,4,34,117,6.87,4.14
2017,Tyrann Mathieu,ARI,25,2,7,1,4,CB,LSU,69,186,4.5,4,34,117,6.87,4.14
2018,Tyrann Mathieu,HOU,26,2,8,3,4,CB,LSU,69,186,4.5,4,34,117,6.87,4.14
2019,Tyrann Mathieu,KC,27,4,12,2,2,CB,LSU,69,186,4.5,4,34,117,6.87,4.14
2020,Tyrann Mathieu,KC,28,6,9,0,2,CB,LSU,69,186,4.5,4,34,117,6.87,4.14
2021,Tyrann Mathieu,KC,29,3,6,1,2,CB,LSU,69,186,4.5,4,34,117,6.87,4.14
2022,Tyrann Mathieu,NO,30,3,8,1,1,CB,LSU,69,186,4.5,4,34,117,6.87,4.14
2016,Bobby McCain,MIA,23,1,6,1,2,CB,Memphis,69,195,4.51,17,36,130,6.8,3.82
2017,Bobby McCain,MIA,24,2,7,1,1,CB,Memphis,69,195,4.51,17,36,130,6.8,3.82
2018,Bobby McCain,MIA,25,1,5,2,2,CB,Memphis,69,195,4.51,17,36,130,6.8,3.82
2019,Bobby McCain,MIA,26,2,3,0,0,CB,Memphis,69,195,4.51,17,36,130,6.8,3.82
2020,Bobby McCain,MIA,27,1,5,0,2,CB,Memphis,69,195,4.51,17,36,130,6.8,3.82
2021,Bobby McCain,WAS,28,4,9,0,0,CB,Memphis,69,195,4.51,17,36,130,6.8,3.82
2022,Bobby McCain,WAS,29,0,5,0,1,CB,Memphis,69,195,4.51,17,36,130,6.8,3.82
2016,Antonio Morrison,IND,22,0,0,0,1,ILB,Florida,73,232,4.76,20,,114,7,4
2017,Antonio Morrison,IND,23,0,1,0,0,ILB,Florida,73,232,4.76,20,,114,7,4
2018,Antonio Morrison,GB,24,0,0,1,2,ILB,Florida,73,232,4.76,20,,114,7,4
2016,Terence Newman,MIN,38,1,8,0,0,CB,KCsas State,70,189,4.37,20,41,136,6.88,3.83
2017,Terence Newman,MIN,39,1,5,0,0,CB,KCsas State,70,189,4.37,20,41,136,6.88,3.83
2016,Shane Ray,DEN,23,0,0,8,21,DE,Missouri,75,245,4.68,21,,114,7,4
2017,Shane Ray,DEN,24,0,0,1,4,DE,Missouri,75,245,4.68,21,,114,7,4
2018,Shane Ray,DEN,25,0,1,1,1,DE,Missouri,75,245,4.68,21,,114,7,4
2016,Sean Smith,LV,29,2,11,0,0,CB,Utah,75,214,4.47,10,34,119,6.92,4.15
2017,Sean Smith,LV,30,2,4,0,1,CB,Utah,75,214,4.47,10,34,119,6.92,4.15
2016,Muhammad Wilkerson,NYJ,27,0,3,4.5,12,DT,Temple,76,315,4.96,27,26,106,7.31,4.59
2017,Muhammad Wilkerson,NYJ,28,1,4,3.5,6,DT,Temple,76,315,4.96,27,26,106,7.31,4.59
2018,Muhammad Wilkerson,GB,29,0,0,0,0,DT,Temple,76,315,4.96,27,26,106,7.31,4.59
2016,Vic Beasley,ATL,24,0,2,15.5,16,OLB,Clemson,75,246,4.53,35,41,130,6.91,4.15
2017,Vic Beasley,ATL,25,0,2,5,5,OLB,Clemson,75,246,4.53,35,41,130,6.91,4.15
2018,Vic Beasley,ATL,26,0,3,5,8,OLB,Clemson,75,246,4.53,35,41,130,6.91,4.15
2019,Vic Beasley,ATL,27,0,2,8,12,OLB,Clemson,75,246,4.53,35,41,130,6.91,4.15
2020,Vic Beasley,ATL,28,0,0,0,0,OLB,Clemson,75,246,4.53,35,41,130,6.91,4.15
2016,Jared Crick,DEN,27,0,6,3,13,DE,Nebraska,76,279,4.91,20,31,104,7.47,4.4
2016,Darqueze Dennard,CIN,25,0,1,0,1,CB,Michigan State,71,199,4.52,15,,114,7,4
2017,Darqueze Dennard,CIN,26,2,6,2,1,CB,Michigan State,71,199,4.52,15,,114,7,4
2018,Darqueze Dennard,CIN,27,0,6,0,0,CB,Michigan State,71,199,4.52,15,,114,7,4
2019,Darqueze Dennard,CIN,28,0,5,0,2,CB,Michigan State,71,199,4.52,15,,114,7,4
2020,Darqueze Dennard,ATL,29,1,5,0,0,CB,Michigan State,71,199,4.52,15,,114,7,4
2021,Darqueze Dennard,ATL,30,0,0,0,0,CB,Michigan State,71,199,4.52,15,,114,7,4
2016,Kendall Fuller,WAS,21,0,2,0,4,CB,Virginia Tech,71,187,4.48,15,,114,7,4
2017,Kendall Fuller,WAS,22,4,10,0,0,CB,Virginia Tech,71,187,4.48,15,,114,7,4
2018,Kendall Fuller,KC,23,2,12,0,0,CB,Virginia Tech,71,187,4.48,15,,114,7,4
2019,Kendall Fuller,KC,24,0,2,1,1,CB,Virginia Tech,71,187,4.48,15,,114,7,4
2020,Kendall Fuller,WAS,25,4,11,0,0,CB,Virginia Tech,71,187,4.48,15,,114,7,4
2021,Kendall Fuller,WAS,26,1,16,1,1,CB,Virginia Tech,71,187,4.48,15,,114,7,4
2022,Kendall Fuller,WAS,27,3,13,0,0,CB,Virginia Tech,71,187,4.48,15,,114,7,4
2016,T.J. Green,IND,21,0,2,0,3,S,Clemson,74,209,4.34,13,35.5,129,7,4
2017,T.J. Green,IND,22,0,1,0,2,S,Clemson,74,209,4.34,13,35.5,129,7,4
2019,T.J. Green,IND,24,0,0,0,0,S,Clemson,74,209,4.34,13,35.5,129,7,4
2021,T.J. Green,IND,26,0,1,0,0,S,Clemson,74,209,4.34,13,35.5,129,7,4
2016,Andre Hal,HOU,24,2,7,1,1,CB,Vanderbilt,70,188,4.5,15,35.5,119,7.14,4.27
2017,Andre Hal,HOU,25,3,5,0,1,CB,Vanderbilt,70,188,4.5,15,35.5,119,7.14,4.27
2018,Andre Hal,HOU,26,3,5,0,0,CB,Vanderbilt,70,188,4.5,15,35.5,119,7.14,4.27
2016,D.J. Hayden,LV,26,0,6,0,0,CB,Houston,71,191,4.4,20,,114,7,4
2017,D.J. Hayden,DET,27,0,9,0.5,1,CB,Houston,71,191,4.4,20,,114,7,4
2018,D.J. Hayden,JAX,28,1,4,1,2,CB,Houston,71,191,4.4,20,,114,7,4
2019,D.J. Hayden,JAX,29,0,6,2,5,CB,Houston,71,191,4.4,20,,114,7,4
2020,D.J. Hayden,JAX,30,0,1,0,1,CB,Houston,71,191,4.4,20,,114,7,4
2016,Michael Johnson,CIN,29,0,3,3.5,10,S,Arizona,75,205,4.62,15,33,114,7.04,4.32
2016,Michael Johnson,CIN,29,0,3,3.5,10,DE,Georgia Tech,79,266,4.61,28,38.5,128,7.42,4.37
2017,Michael Johnson,CIN,30,0,1,5,7,S,Arizona,75,205,4.62,15,33,114,7.04,4.32
2017,Michael Johnson,CIN,30,0,1,5,7,DE,Georgia Tech,79,266,4.61,28,38.5,128,7.42,4.37
2018,Michael Johnson,CIN,31,1,2,0.5,2,S,Arizona,75,205,4.62,15,33,114,7.04,4.32
2018,Michael Johnson,CIN,31,1,2,0.5,2,DE,Georgia Tech,79,266,4.61,28,38.5,128,7.42,4.37
2016,Derrick Kindred,CLE,23,0,5,0,0,S,TCU,70,207,4.5,20,37.5,123,7.05,4.29
2017,Derrick Kindred,CLE,24,1,6,0,2,S,TCU,70,207,4.5,20,37.5,123,7.05,4.29
2018,Derrick Kindred,CLE,25,1,1,0,0,S,TCU,70,207,4.5,20,37.5,123,7.05,4.29
2016,Leodis McKelvin,PHI,31,2,16,0,0,CB,Troy,70,190,4.38,17,33.5,121,7.06,4.1
2016,Danny Shelton,CLE,23,0,0,1.5,6,DT,Washington,74,339,5.64,34,30.5,95,7.99,4.65
2017,Danny Shelton,CLE,24,0,1,0,1,DT,Washington,74,339,5.64,34,30.5,95,7.99,4.65
2018,Danny Shelton,NE,25,0,0,0,1,DT,Washington,74,339,5.64,34,30.5,95,7.99,4.65
2019,Danny Shelton,NE,26,0,0,3,6,DT,Washington,74,339,5.64,34,30.5,95,7.99,4.65
2020,Danny Shelton,DET,27,0,1,1,4,DT,Washington,74,339,5.64,34,30.5,95,7.99,4.65
2021,Danny Shelton,NYG,28,0,0,0.5,1,DT,Washington,74,339,5.64,34,30.5,95,7.99,4.65
2016,John Simon,HOU,26,0,2,3.5,10,OLB,Ohio State,73,257,4.62,20,,114,7,4
2017,John Simon,IND,27,1,1,3,12,OLB,Ohio State,73,257,4.62,20,,114,7,4
2018,John Simon,NE,28,0,0,2,3,OLB,Ohio State,73,257,4.62,20,,114,7,4
2019,John Simon,NE,29,1,4,4,7,OLB,Ohio State,73,257,4.62,20,,114,7,4
2020,John Simon,NE,30,0,3,2,4,OLB,Ohio State,73,257,4.62,20,,114,7,4
2021,John Simon,NE,31,0,0,0,1,OLB,Ohio State,73,257,4.62,20,,114,7,4
2016,Aqib Talib,DEN,30,3,12,0,1,CB,KCsas,73,202,4.44,10,38,131,6.82,4.22
2018,Aqib Talib,LAR,32,1,5,0,0,CB,KCsas,73,202,4.44,10,38,131,6.82,4.22
2019,Aqib Talib,LAR,33,0,2,0,0,CB,KCsas,73,202,4.44,10,38,131,6.82,4.22
2016,Kyle Van Noy,NE,25,1,3,1,2,OLB,BYU,75,243,4.71,21,32.5,112,7.22,4.2
2017,Kyle Van Noy,NE,26,0,2,5.5,9,OLB,BYU,75,243,4.71,21,32.5,112,7.22,4.2
2018,Kyle Van Noy,NE,27,1,2,3.5,10,OLB,BYU,75,243,4.71,21,32.5,112,7.22,4.2
2019,Kyle Van Noy,NE,28,0,3,6.5,15,OLB,BYU,75,243,4.71,21,32.5,112,7.22,4.2
2020,Kyle Van Noy,MIA,29,0,6,6,10,OLB,BYU,75,243,4.71,21,32.5,112,7.22,4.2
2021,Kyle Van Noy,NE,30,1,10,5,7,OLB,BYU,75,243,4.71,21,32.5,112,7.22,4.2
2022,Kyle Van Noy,LAC,31,0,3,5,9,OLB,BYU,75,243,4.71,21,32.5,112,7.22,4.2
2016,Jurrell Casey,TEN,27,0,5,5,18,DT,USC,73,300,5.04,26,27.5,101,7.51,4.78
2017,Jurrell Casey,TEN,28,0,1,6,19,DT,USC,73,300,5.04,26,27.5,101,7.51,4.78
2018,Jurrell Casey,TEN,29,0,0,7,11,DT,USC,73,300,5.04,26,27.5,101,7.51,4.78
2019,Jurrell Casey,TEN,30,0,0,5,10,DT,USC,73,300,5.04,26,27.5,101,7.51,4.78
2020,Jurrell Casey,DEN,31,0,3,0,2,DT,USC,73,300,5.04,26,27.5,101,7.51,4.78
2016,Dont'a Hightower,NE,26,0,2,2.5,8,ILB,Alabama,74,265,4.62,20,32,114,7,4
2017,Dont'a Hightower,NE,27,0,0,2,3,ILB,Alabama,74,265,4.62,20,32,114,7,4
2018,Dont'a Hightower,NE,28,1,1,1,6,ILB,Alabama,74,265,4.62,20,32,114,7,4
2019,Dont'a Hightower,NE,29,0,4,5.5,13,ILB,Alabama,74,265,4.62,20,32,114,7,4
2021,Dont'a Hightower,NE,31,0,1,1.5,4,ILB,Alabama,74,265,4.62,20,32,114,7,4
2016,Jerry Hughes,BUF,28,0,3,6,11,OLB,TCU,74,255,4.65,26,34.5,118,6.99,4.15
2017,Jerry Hughes,BUF,29,0,0,4,11,OLB,TCU,74,255,4.65,26,34.5,118,6.99,4.15
2018,Jerry Hughes,BUF,30,0,1,7,18,OLB,TCU,74,255,4.65,26,34.5,118,6.99,4.15
2019,Jerry Hughes,BUF,31,0,3,4.5,9,OLB,TCU,74,255,4.65,26,34.5,118,6.99,4.15
2020,Jerry Hughes,BUF,32,1,3,4.5,11,OLB,TCU,74,255,4.65,26,34.5,118,6.99,4.15
2021,Jerry Hughes,BUF,33,0,3,2,7,OLB,TCU,74,255,4.65,26,34.5,118,6.99,4.15
2022,Jerry Hughes,HOU,34,1,1,9,10,OLB,TCU,74,255,4.65,26,34.5,118,6.99,4.15
2016,Reshad Jones,MIA,28,1,4,0.5,0,S,Georgia,73,214,4.51,24,39.5,118,7.43,4.54
2017,Reshad Jones,MIA,29,2,5,1.5,1,S,Georgia,73,214,4.51,24,39.5,118,7.43,4.54
2018,Reshad Jones,MIA,30,3,9,0,1,S,Georgia,73,214,4.51,24,39.5,118,7.43,4.54
2019,Reshad Jones,MIA,31,0,1,0,0,S,Georgia,73,214,4.51,24,39.5,118,7.43,4.54
2016,Carlos Dunlap,CIN,27,0,15,8,23,DE,Florida,78,277,4.68,21,31.5,111,7.21,4.61
2017,Carlos Dunlap,CIN,28,1,7,7.5,24,DE,Florida,78,277,4.68,21,31.5,111,7.21,4.61
2018,Carlos Dunlap,CIN,29,0,8,8,21,DE,Florida,78,277,4.68,21,31.5,111,7.21,4.61
2019,Carlos Dunlap,CIN,30,0,8,9,21,DE,Florida,78,277,4.68,21,31.5,111,7.21,4.61
2020,Carlos Dunlap,SEA,31,0,4,6,18,DE,Florida,78,277,4.68,21,31.5,111,7.21,4.61
2021,Carlos Dunlap,SEA,32,0,7,8.5,14,DE,Florida,78,277,4.68,21,31.5,111,7.21,4.61
2022,Carlos Dunlap,KC,33,0,8,4,12,DE,Florida,78,277,4.68,21,31.5,111,7.21,4.61
2016,Anthony Harris,MIN,25,0,1,0,0,S,Virginia,73,183,4.56,20,,114,7,4
2017,Anthony Harris,MIN,26,0,1,0,0,S,Virginia,73,183,4.56,20,,114,7,4
2018,Anthony Harris,MIN,27,3,6,0,1,S,Virginia,73,183,4.56,20,,114,7,4
2019,Anthony Harris,MIN,28,6,11,0,1,S,Virginia,73,183,4.56,20,,114,7,4
2020,Anthony Harris,MIN,29,0,7,0,0,S,Virginia,73,183,4.56,20,,114,7,4
2021,Anthony Harris,PHI,30,1,3,0,1,S,Virginia,73,183,4.56,20,,114,7,4
2016,Ed Reynolds,CLE,25,0,1,1,3,S,Stanford,73,207,4.57,15,32.5,117,7,4
2016,Kelvin Sheppard,NYG,28,0,2,0,0,ILB,LSU,74,250,4.7,22,33.5,110,7,4.28
2017,Kelvin Sheppard,NYG,29,2,4,0,1,ILB,LSU,74,250,4.7,22,33.5,110,7,4.28
2018,Kelvin Sheppard,DET,30,0,0,0,0,ILB,LSU,74,250,4.7,22,33.5,110,7,4.28
2016,Kawann Short,CAR,27,0,3,6,17,DT,Purdue,75,299,5.08,20,,114,7,4
2017,Kawann Short,CAR,28,0,1,7.5,17,DT,Purdue,75,299,5.08,20,,114,7,4
2018,Kawann Short,CAR,29,0,1,3,7,DT,Purdue,75,299,5.08,20,,114,7,4
2019,Kawann Short,CAR,30,0,0,0,3,DT,Purdue,75,299,5.08,20,,114,7,4
2020,Kawann Short,CAR,31,0,0,0,1,DT,Purdue,75,299,5.08,20,,114,7,4
2016,Tyson Alualu,JAX,29,0,0,2.5,6,DE,California,74,295,4.87,21,35.5,116,7.15,4.43
2017,Tyson Alualu,PIT,30,0,1,4,7,DE,California,74,295,4.87,21,35.5,116,7.15,4.43
2018,Tyson Alualu,PIT,31,0,0,0,1,DE,California,74,295,4.87,21,35.5,116,7.15,4.43
2019,Tyson Alualu,PIT,32,0,2,1,3,DE,California,74,295,4.87,21,35.5,116,7.15,4.43
2020,Tyson Alualu,PIT,33,0,5,2,5,DE,California,74,295,4.87,21,35.5,116,7.15,4.43
2021,Tyson Alualu,PIT,34,0,0,0,1,DE,California,74,295,4.87,21,35.5,116,7.15,4.43
2022,Tyson Alualu,PIT,35,0,1,0.5,2,DE,California,74,295,4.87,21,35.5,116,7.15,4.43
2016,Chris Baker,WAS,29,0,2,3.5,10,DT,KCsas State,74,326,4.94,24,35.5,106,8.06,4.9
2017,Chris Baker,TB,30,0,2,0.5,5,DT,KCsas State,74,326,4.94,24,35.5,106,8.06,4.9
2016,Joey Bosa,LAC,21,0,0,10.5,21,DE,Ohio State,77,269,4.86,24,32,120,6.89,4.21
2017,Joey Bosa,LAC,22,0,1,12.5,21,DE,Ohio State,77,269,4.86,24,32,120,6.89,4.21
2018,Joey Bosa,LAC,23,0,0,5.5,9,DE,Ohio State,77,269,4.86,24,32,120,6.89,4.21
2019,Joey Bosa,LAC,24,0,0,11.5,31,DE,Ohio State,77,269,4.86,24,32,120,6.89,4.21
2020,Joey Bosa,LAC,25,0,1,7.5,27,DE,Ohio State,77,269,4.86,24,32,120,6.89,4.21
2021,Joey Bosa,LAC,26,0,0,10.5,20,DE,Ohio State,77,269,4.86,24,32,120,6.89,4.21
2022,Joey Bosa,LAC,27,0,0,2.5,6,DE,Ohio State,77,269,4.86,24,32,120,6.89,4.21
2016,Nick Fairley,NO,28,0,0,6.5,22,DT,Auburn,76,291,4.84,20,31,113,7.14,4.56
2016,Johnathan Hankins,NYG,24,0,0,3,10,DT,Ohio State,75,320,5.31,20,26,104,7.59,4.61
2017,Johnathan Hankins,IND,25,0,3,2,6,DT,Ohio State,75,320,5.31,20,26,104,7.59,4.61
2018,Johnathan Hankins,LV,26,0,0,0,2,DT,Ohio State,75,320,5.31,20,26,104,7.59,4.61
2019,Johnathan Hankins,LV,27,0,1,1.5,6,DT,Ohio State,75,320,5.31,20,26,104,7.59,4.61
2020,Johnathan Hankins,LV,28,0,0,1,4,DT,Ohio State,75,320,5.31,20,26,104,7.59,4.61
2021,Johnathan Hankins,LV,29,0,1,0,2,DT,Ohio State,75,320,5.31,20,26,104,7.59,4.61
2022,Johnathan Hankins,LV,30,0,1,0,1,DT,Ohio State,75,320,5.31,20,26,104,7.59,4.61
2016,Xavien Howard,MIA,23,0,6,0,0,CB,Baylor,72,201,4.58,11,33,122,7.18,4.15
2017,Xavien Howard,MIA,24,4,13,1,1,CB,Baylor,72,201,4.58,11,33,122,7.18,4.15
2018,Xavien Howard,MIA,25,7,12,0,0,CB,Baylor,72,201,4.58,11,33,122,7.18,4.15
2019,Xavien Howard,MIA,26,1,4,0,0,CB,Baylor,72,201,4.58,11,33,122,7.18,4.15
2020,Xavien Howard,MIA,27,10,20,0,0,CB,Baylor,72,201,4.58,11,33,122,7.18,4.15
2021,Xavien Howard,MIA,28,5,16,1,1,CB,Baylor,72,201,4.58,11,33,122,7.18,4.15
2022,Xavien Howard,MIA,29,1,12,0,0,CB,Baylor,72,201,4.58,11,33,122,7.18,4.15
2016,Jarvis Jones,PIT,27,1,3,1,6,OLB,Georgia,74,245,4.74,20,,114,7,4
2016,Trent Murphy,WAS,26,0,1,9,25,DE,Stanford,77,250,4.86,19,35.5,118,6.78,4.2
2018,Trent Murphy,BUF,28,0,1,4,9,DE,Stanford,77,250,4.86,19,35.5,118,6.78,4.2
2019,Trent Murphy,BUF,29,1,3,5,9,DE,Stanford,77,250,4.86,19,35.5,118,6.78,4.2
2020,Trent Murphy,BUF,30,0,0,2,6,DE,Stanford,77,250,4.86,19,35.5,118,6.78,4.2
2016,Jordan Poyer,CLE,25,0,2,0,0,CB,Oregon State,72,191,4.54,8,30.5,118,6.87,4.18
2017,Jordan Poyer,BUF,26,5,13,2,2,CB,Oregon State,72,191,4.54,8,30.5,118,6.87,4.18
2018,Jordan Poyer,BUF,27,4,6,2,3,CB,Oregon State,72,191,4.54,8,30.5,118,6.87,4.18
2019,Jordan Poyer,BUF,28,2,3,1,1,CB,Oregon State,72,191,4.54,8,30.5,118,6.87,4.18
2020,Jordan Poyer,BUF,29,2,5,2,4,CB,Oregon State,72,191,4.54,8,30.5,118,6.87,4.18
2021,Jordan Poyer,BUF,30,5,9,3,3,CB,Oregon State,72,191,4.54,8,30.5,118,6.87,4.18
2022,Jordan Poyer,BUF,31,4,8,0,0,CB,Oregon State,72,191,4.54,8,30.5,118,6.87,4.18
2016,Jimmy Smith,BAL,28,0,4,0,0,CB,Colorado,74,211,4.42,24,36,123,6.93,4.06
2017,Jimmy Smith,BAL,29,3,9,0,0,CB,Colorado,74,211,4.42,24,36,123,6.93,4.06
2018,Jimmy Smith,BAL,30,2,9,0,0,CB,Colorado,74,211,4.42,24,36,123,6.93,4.06
2019,Jimmy Smith,BAL,31,1,6,1,1,CB,Colorado,74,211,4.42,24,36,123,6.93,4.06
2020,Jimmy Smith,BAL,32,0,1,1,1,CB,Colorado,74,211,4.42,24,36,123,6.93,4.06
2021,Jimmy Smith,BAL,33,0,3,0,0,CB,Colorado,74,211,4.42,24,36,123,6.93,4.06
2016,Stephon Tuitt,PIT,23,0,3,4,14,DT,Notre Dame,77,304,4.92,31,,114,7,4
2017,Stephon Tuitt,PIT,24,0,2,3,12,DT,Notre Dame,77,304,4.92,31,,114,7,4
2018,Stephon Tuitt,PIT,25,0,4,5.5,20,DT,Notre Dame,77,304,4.92,31,,114,7,4
2019,Stephon Tuitt,PIT,26,0,0,3.5,7,DT,Notre Dame,77,304,4.92,31,,114,7,4
2020,Stephon Tuitt,PIT,27,0,3,11,25,DT,Notre Dame,77,304,4.92,31,,114,7,4
2016,Marcus Williams,NYJ,25,2,6,1,1,S,Utah,73,202,4.56,14,43.5,129,6.85,4.2
2017,Marcus Williams,NO,21,4,7,0,0,S,Utah,73,202,4.56,14,43.5,129,6.85,4.2
2017,Marcus Williams,NO,26,1,4,0,0,S,Utah,73,202,4.56,14,43.5,129,6.85,4.2
2018,Marcus Williams,NO,22,2,3,1,0,S,Utah,73,202,4.56,14,43.5,129,6.85,4.2
2018,Marcus Williams,NO,27,0,0,0,0,S,Utah,73,202,4.56,14,43.5,129,6.85,4.2
2019,Marcus Williams,NO,23,4,13,0,0,S,Utah,73,202,4.56,14,43.5,129,6.85,4.2
2020,Marcus Williams,NO,24,3,7,0,0,S,Utah,73,202,4.56,14,43.5,129,6.85,4.2
2021,Marcus Williams,NO,25,2,8,0,0,S,Utah,73,202,4.56,14,43.5,129,6.85,4.2
